item	map	area
Sap Plant	Misty Peaks (High Rank)	4
Ivy	Misty Peaks (High Rank)	4
Herb	Misty Peaks (High Rank)	4
Paintberry	Misty Peaks (High Rank)	4
Needleberry	Misty Peaks (High Rank)	4
Parashroom	Misty Peaks (High Rank)	4
Blue Mushroom	Misty Peaks (High Rank)	4
Unique Mushroom	Misty Peaks (High Rank)	4
Nitroshroom	Misty Peaks (High Rank)	4
Toadstool	Misty Peaks (High Rank)	4
Great Shroom	Misty Peaks (High Rank)	4
Scatternut	Misty Peaks (High Rank)	4
Huskberry	Misty Peaks (High Rank)	4
Nulberry	Misty Peaks (High Rank)	4
Bomberry	Misty Peaks (High Rank)	4
Iron Ore	Misty Peaks (High Rank)	4
Earth Crystal	Misty Peaks (High Rank)	4
Dragonite Ore	Misty Peaks (High Rank)	4
Mystery Charm	Misty Peaks (High Rank)	4
Balmstone Piece	Misty Peaks (High Rank)	4
Stone	Misty Peaks (High Rank)	4
Shining Charm	Misty Peaks (High Rank)	4
Balmstone Chunk	Misty Peaks (High Rank)	4
Honey	Misty Peaks (High Rank)	5
Royal Honey	Misty Peaks (High Rank)	5
Sleep Herb	Misty Peaks (High Rank)	5
Antidote Herb	Misty Peaks (High Rank)	5
Herb	Misty Peaks (High Rank)	5
Blue Mushroom	Misty Peaks (High Rank)	5
Unique Mushroom	Misty Peaks (High Rank)	5
Choice Mushroom	Misty Peaks (High Rank)	5
Dragon Toadstool	Misty Peaks (High Rank)	5
Great Shroom	Misty Peaks (High Rank)	5
Carpenterbug	Misty Peaks (High Rank)	5
Mega Fishing Fly	Misty Peaks (High Rank)	5
Thunderbug	Misty Peaks (High Rank)	5
King Scarab	Misty Peaks (High Rank)	5
Flashbug	Misty Peaks (High Rank)	5
Bitterbug	Misty Peaks (High Rank)	5
Godbug	Misty Peaks (High Rank)	5
Royal Rhino	Misty Peaks (High Rank)	5
Divine Rhino	Misty Peaks (High Rank)	5
Worm	Misty Peaks (High Rank)	6
Stone	Misty Peaks (High Rank)	6
Paintberry	Misty Peaks (High Rank)	6
Huskberry	Misty Peaks (High Rank)	6
Nulberry	Misty Peaks (High Rank)	6
Herb	Misty Peaks (High Rank)	6
Felvine	Misty Peaks (High Rank)	6
Sap Plant	Misty Peaks (High Rank)	6
Needleberry	Misty Peaks (High Rank)	6
Scatternut	Misty Peaks (High Rank)	6
Bomberry	Misty Peaks (High Rank)	6
Dragonite Ore	Misty Peaks (High Rank)	6
Earth Crystal	Misty Peaks (High Rank)	6
Whetstone	Misty Peaks (High Rank)	6
Balmstone Piece	Misty Peaks (High Rank)	6
Machalite Ore	Misty Peaks (High Rank)	6
Carbalite Ore	Misty Peaks (High Rank)	6
Balmstone Chunk	Misty Peaks (High Rank)	6
Mystery Charm	Misty Peaks (High Rank)	6
Sushifish	Misty Peaks (High Rank)	6
Pin Tuna	Misty Peaks (High Rank)	6
Popfish	Misty Peaks (High Rank)	6
Goldenfish	Misty Peaks (High Rank)	6
Small Goldenfish	Misty Peaks (High Rank)	6
Silverfish	Misty Peaks (High Rank)	6
Paintberry	Misty Peaks (High Rank)	7
Nulberry	Misty Peaks (High Rank)	7
Scatternut	Misty Peaks (High Rank)	7
Blue Mushroom	Misty Peaks (High Rank)	7
Nitroshroom	Misty Peaks (High Rank)	7
Unique Mushroom	Misty Peaks (High Rank)	7
Toadstool	Misty Peaks (High Rank)	7
Choice Mushroom	Misty Peaks (High Rank)	7
Great Shroom	Misty Peaks (High Rank)	7
Herb	Misty Peaks (High Rank)	7
Antidote Herb	Misty Peaks (High Rank)	7
Sleep Herb	Misty Peaks (High Rank)	7
Sap Plant	Misty Peaks (High Rank)	7
Fire Herb	Misty Peaks (High Rank)	7
Felvine	Misty Peaks (High Rank)	7
Thunderbug	Misty Peaks (High Rank)	7
Carpenterbug	Misty Peaks (High Rank)	7
Flashbug	Misty Peaks (High Rank)	7
King Scarab	Misty Peaks (High Rank)	7
Mega Fishing Fly	Misty Peaks (High Rank)	7
Bitterbug	Misty Peaks (High Rank)	7
Royal Rhino	Misty Peaks (High Rank)	7
Divine Rhino	Misty Peaks (High Rank)	7
Whetfish	Misty Peaks (High Rank)	7
Popfish	Misty Peaks (High Rank)	7
Pin Tuna	Misty Peaks (High Rank)	7
Small Goldenfish	Misty Peaks (High Rank)	7
Silverfish	Misty Peaks (High Rank)	7
Mystery Bone	Misty Peaks (High Rank)	8
Wyvern Egg	Misty Peaks (High Rank)	8
Bone	Misty Peaks (High Rank)	8
Unknown Skull	Misty Peaks (High Rank)	8
Monster Bone S	Misty Peaks (High Rank)	8
Whetstone	Misty Peaks (High Rank)	8
Stone	Misty Peaks (High Rank)	8
Dung	Misty Peaks (High Rank)	8
Iron Ore	Misty Peaks (High Rank)	8
Machalite Ore	Misty Peaks (High Rank)	8
Carbalite Ore	Misty Peaks (High Rank)	8
Earth Crystal	Misty Peaks (High Rank)	8
Balmstone Piece	Misty Peaks (High Rank)	8
Shining Charm	Misty Peaks (High Rank)	8
Armor Sphere+	Misty Peaks (High Rank)	8
Balmstone Chunk	Misty Peaks (High Rank)	8
Armor Sphere	Misty Peaks (High Rank)	8
Dragonite Ore	Misty Peaks (High Rank)	8
Adv Armor Sphere	Misty Peaks (High Rank)	8
Lightcrystal	Misty Peaks (High Rank)	8
Honey	Misty Peaks (High Rank)	9
Royal Honey	Misty Peaks (High Rank)	9
Nitroshroom	Misty Peaks (High Rank)	9
Toadstool	Misty Peaks (High Rank)	9
Unique Mushroom	Misty Peaks (High Rank)	9
Dragon Toadstool	Misty Peaks (High Rank)	9
Choice Mushroom	Misty Peaks (High Rank)	9
Great Shroom	Misty Peaks (High Rank)	9
Blue Mushroom	Misty Peaks (High Rank)	9
Exciteshroom	Misty Peaks (High Rank)	9
Flashbug	Misty Peaks (High Rank)	9
Thunderbug	Misty Peaks (High Rank)	9
King Scarab	Misty Peaks (High Rank)	9
Godbug	Misty Peaks (High Rank)	9
Royal Rhino	Misty Peaks (High Rank)	9
Divine Rhino	Misty Peaks (High Rank)	9
Bitterbug	Misty Peaks (High Rank)	9
Carpenterbug	Misty Peaks (High Rank)	9
Mega Fishing Fly	Misty Peaks (High Rank)	9
Herb	Misty Peaks (G Rank)	1
Huskberry	Misty Peaks (G Rank)	1
Needleberry	Misty Peaks (G Rank)	1
Whetstone	Misty Peaks (G Rank)	1
Stone	Misty Peaks (G Rank)	1
Antidote Herb	Misty Peaks (G Rank)	1
Sleep Herb	Misty Peaks (G Rank)	1
Sap Plant	Misty Peaks (G Rank)	1
Felvine	Misty Peaks (G Rank)	1
Blue Mushroom	Misty Peaks (G Rank)	1
Nitroshroom	Misty Peaks (G Rank)	1
Toadstool	Misty Peaks (G Rank)	1
Unique Mushroom	Misty Peaks (G Rank)	1
Choice Mushroom	Misty Peaks (G Rank)	1
Great Shroom	Misty Peaks (G Rank)	1
King Scarab	Misty Peaks (G Rank)	1
Emperor Hopper	Misty Peaks (G Rank)	1
Godbug	Misty Peaks (G Rank)	1
Carpenterbug	Misty Peaks (G Rank)	1
Rare Scarab	Misty Peaks (G Rank)	1
Royal Rhino	Misty Peaks (G Rank)	1
Divine Rhino	Misty Peaks (G Rank)	1
Blue Mushroom	Misty Peaks (G Rank)	2
Unique Mushroom	Misty Peaks (G Rank)	2
Choice Mushroom	Misty Peaks (G Rank)	2
Great Shroom	Misty Peaks (G Rank)	2
Bone	Misty Peaks (G Rank)	2
Mystery Bone	Misty Peaks (G Rank)	2
Dung	Misty Peaks (G Rank)	2
Nulberry	Misty Peaks (G Rank)	2
Stone	Misty Peaks (G Rank)	2
Whetstone	Misty Peaks (G Rank)	2
Earth Crystal	Misty Peaks (G Rank)	2
Iron Ore	Misty Peaks (G Rank)	2
Carbalite Ore	Misty Peaks (G Rank)	2
Eltalite Ore	Misty Peaks (G Rank)	2
Balmstone Piece	Misty Peaks (G Rank)	2
Balmstone Chunk	Misty Peaks (G Rank)	2
Super Sprout	Misty Peaks (G Rank)	3
Ivy	Misty Peaks (G Rank)	3
Spider Web	Misty Peaks (G Rank)	3
Mega Fishing Fly	Misty Peaks (G Rank)	3
Insect Husk	Misty Peaks (G Rank)	3
Iron Ore	Misty Peaks (G Rank)	3
Earth Crystal	Misty Peaks (G Rank)	3
Whetstone	Misty Peaks (G Rank)	3
Balmstone Piece	Misty Peaks (G Rank)	3
Machalite Ore	Misty Peaks (G Rank)	3
Carbalite Ore	Misty Peaks (G Rank)	3
Purecrystal	Misty Peaks (G Rank)	3
Enduring Charm	Misty Peaks (G Rank)	3
Adamant Orb	Misty Peaks (G Rank)	3
Shining Charm	Misty Peaks (G Rank)	3
Balmstone Chunk	Misty Peaks (G Rank)	3
Dragonite Ore	Misty Peaks (G Rank)	3
Eltalite Ore	Misty Peaks (G Rank)	3
Adv Armor Sphere	Misty Peaks (G Rank)	3
Hrd Armor Sphere	Misty Peaks (G Rank)	3
Paintball	Misty Peaks (G Rank)	4
Ration	Misty Peaks (G Rank)	4
Throwing Knife	Misty Peaks (G Rank)	4
Sap Plant	Misty Peaks (G Rank)	4
Ivy	Misty Peaks (G Rank)	4
Herb	Misty Peaks (G Rank)	4
Paintberry	Misty Peaks (G Rank)	4
Needleberry	Misty Peaks (G Rank)	4
Parashroom	Misty Peaks (G Rank)	4
Blue Mushroom	Misty Peaks (G Rank)	4
Unique Mushroom	Misty Peaks (G Rank)	4
Nitroshroom	Misty Peaks (G Rank)	4
Toadstool	Misty Peaks (G Rank)	4
Great Shroom	Misty Peaks (G Rank)	4
Scatternut	Misty Peaks (G Rank)	4
Huskberry	Misty Peaks (G Rank)	4
Nulberry	Misty Peaks (G Rank)	4
Bomberry	Misty Peaks (G Rank)	4
Iron Ore	Misty Peaks (G Rank)	4
Earth Crystal	Misty Peaks (G Rank)	4
Dragonite Ore	Misty Peaks (G Rank)	4
Shining Charm	Misty Peaks (G Rank)	4
Balmstone Piece	Misty Peaks (G Rank)	4
Stone	Misty Peaks (G Rank)	4
Enduring Charm	Misty Peaks (G Rank)	4
Balmstone Chunk	Misty Peaks (G Rank)	4
Honey	Misty Peaks (G Rank)	5
Royal Honey	Misty Peaks (G Rank)	5
Sleep Herb	Misty Peaks (G Rank)	5
Antidote Herb	Misty Peaks (G Rank)	5
Herb	Misty Peaks (G Rank)	5
Blue Mushroom	Misty Peaks (G Rank)	5
Unique Mushroom	Misty Peaks (G Rank)	5
Choice Mushroom	Misty Peaks (G Rank)	5
Dragon Toadstool	Misty Peaks (G Rank)	5
Great Shroom	Misty Peaks (G Rank)	5
King Scarab	Misty Peaks (G Rank)	5
Carpenterbug	Misty Peaks (G Rank)	5
Mega Fishing Fly	Misty Peaks (G Rank)	5
Thunderbug	Misty Peaks (G Rank)	5
Royal Rhino	Misty Peaks (G Rank)	5
Emperor Hopper	Misty Peaks (G Rank)	5
Divine Rhino	Misty Peaks (G Rank)	5
Godbug	Misty Peaks (G Rank)	5
Flutterfly	Misty Peaks (G Rank)	5
Worm	Misty Peaks (G Rank)	6
Stone	Misty Peaks (G Rank)	6
Paintberry	Misty Peaks (G Rank)	6
Huskberry	Misty Peaks (G Rank)	6
Nulberry	Misty Peaks (G Rank)	6
Herb	Misty Peaks (G Rank)	6
Felvine	Misty Peaks (G Rank)	6
Sap Plant	Misty Peaks (G Rank)	6
Scatternut	Misty Peaks (G Rank)	6
Bomberry	Misty Peaks (G Rank)	6
Carbalite Ore	Misty Peaks (G Rank)	6
Dragonite Ore	Misty Peaks (G Rank)	6
Earth Crystal	Misty Peaks (G Rank)	6
Whetstone	Misty Peaks (G Rank)	6
Balmstone Chunk	Misty Peaks (G Rank)	6
Balmstone Piece	Misty Peaks (G Rank)	6
Shining Charm	Misty Peaks (G Rank)	6
Enduring Charm	Misty Peaks (G Rank)	6
Sushifish	Misty Peaks (G Rank)	6
Pin Tuna	Misty Peaks (G Rank)	6
Popfish	Misty Peaks (G Rank)	6
Goldenfish	Misty Peaks (G Rank)	6
Silverfish	Misty Peaks (G Rank)	6
Paintberry	Misty Peaks (G Rank)	7
Nulberry	Misty Peaks (G Rank)	7
Scatternut	Misty Peaks (G Rank)	7
Blue Mushroom	Misty Peaks (G Rank)	7
Nitroshroom	Misty Peaks (G Rank)	7
Unique Mushroom	Misty Peaks (G Rank)	7
Toadstool	Misty Peaks (G Rank)	7
Choice Mushroom	Misty Peaks (G Rank)	7
Great Shroom	Misty Peaks (G Rank)	7
Herb	Misty Peaks (G Rank)	7
Antidote Herb	Misty Peaks (G Rank)	7
Sleep Herb	Misty Peaks (G Rank)	7
Sap Plant	Misty Peaks (G Rank)	7
Fire Herb	Misty Peaks (G Rank)	7
Felvine	Misty Peaks (G Rank)	7
Thunderbug	Misty Peaks (G Rank)	7
Carpenterbug	Misty Peaks (G Rank)	7
Mega Fishing Fly	Misty Peaks (G Rank)	7
Flutterfly	Misty Peaks (G Rank)	7
King Scarab	Misty Peaks (G Rank)	7
Royal Rhino	Misty Peaks (G Rank)	7
Divine Rhino	Misty Peaks (G Rank)	7
Whetstone	Misty Peaks (G Rank)	7
Popfish	Misty Peaks (G Rank)	7
Pin Tuna	Misty Peaks (G Rank)	7
Small Goldenfish	Misty Peaks (G Rank)	7
Silverfish	Misty Peaks (G Rank)	7
Mystery Bone	Misty Peaks (G Rank)	8
Wyvern Egg	Misty Peaks (G Rank)	8
Bone	Misty Peaks (G Rank)	8
Unknown Skull	Misty Peaks (G Rank)	8
Monster Bone S	Misty Peaks (G Rank)	8
Whetstone	Misty Peaks (G Rank)	8
Stone	Misty Peaks (G Rank)	8
Dung	Misty Peaks (G Rank)	8
Carbalite Ore	Misty Peaks (G Rank)	8
Iron Ore	Misty Peaks (G Rank)	8
Eltalite Ore	Misty Peaks (G Rank)	8
Earth Crystal	Misty Peaks (G Rank)	8
Balmstone Piece	Misty Peaks (G Rank)	8
Hrd Armor Sphere	Misty Peaks (G Rank)	8
Adv Armor Sphere	Misty Peaks (G Rank)	8
Balmstone Chunk	Misty Peaks (G Rank)	8
Machalite Ore	Misty Peaks (G Rank)	8
Dragonite Ore	Misty Peaks (G Rank)	8
Purecrystal	Misty Peaks (G Rank)	8
Honey	Misty Peaks (G Rank)	9
Royal Honey	Misty Peaks (G Rank)	9
Nitroshroom	Misty Peaks (G Rank)	9
Toadstool	Misty Peaks (G Rank)	9
Unique Mushroom	Misty Peaks (G Rank)	9
Dragon Toadstool	Misty Peaks (G Rank)	9
Choice Mushroom	Misty Peaks (G Rank)	9
Great Shroom	Misty Peaks (G Rank)	9
Blue Mushroom	Misty Peaks (G Rank)	9
Exciteshroom	Misty Peaks (G Rank)	9
Thunderbug	Misty Peaks (G Rank)	9
Rare Scarab	Misty Peaks (G Rank)	9
King Scarab	Misty Peaks (G Rank)	9
Hercudrome	Misty Peaks (G Rank)	9
Godbug	Misty Peaks (G Rank)	9
Royal Rhino	Misty Peaks (G Rank)	9
Emperor Hopper	Misty Peaks (G Rank)	9
Mega Fishing Fly	Misty Peaks (G Rank)	9
Flutterfly	Misty Peaks (G Rank)	9
Divine Rhino	Misty Peaks (G Rank)	9
Carpenterbug	Misty Peaks (G Rank)	9
Mega Potion	Land Arena	1
Lifepowder	Land Arena	1
EZ Flash Bomb	Land Arena	1
Mega Potion	Water Arena	1
Lifepowder	Water Arena	1
EZ Flash Bomb	Water Arena	1
Ballista Ammo	Great Desert/Dragonship	1
Cannon Ammo	Great Desert/Dragonship	1
Ballista Ammo	Great Desert/Dragonship	2
Cannon Ammo	Great Desert/Dragonship	2
UW Ballista Ammo	Ruins	3
Ration	Ruins	3
Mini Oxy Supply	Ruins	3
Elder Dragonbone	The Tower	1
Adamant Orb	The Tower	1
Dragonbone Relic	The Tower	1
